code,big,small,holders
5439,24.49,48.64,35482
5442,14.62,54.80,4827
5443,33.43,53.25,66077
5450,79.37,14.44,11611
5452,38.53,49.37,68930
5455,89.00,3.31,3412
5457,45.26,39.22,17307
5460,38.44,33.18,31492
5464,58.58,18.09,4581
5465,68.79,22.78,7826
5467,82.80,9.09,1832
5468,60.60,26.09,5996
5469,68.34,21.77,36422
5471,18.44,61.64,68529
5473,0.00,99.96,2482
5474,48.50,36.83,7819
5475,19.08,69.98,62059
5478,72.96,15.24,41309
5481,56.03,20.81,42012
5483,52.36,35.52,153446
5484,33.97,57.22,33826
5487,47.96,17.75,7092
5488,34.18,37.11,41135
5489,82.62,10.14,3138
5490,25.61,49.87,69661
5492,98.67,1.30,1370
5493,25.01,39.53,5472
5497,15.67,49.85,4829
5498,29.39,58.08,69393
5501,24.30,48.78,6087
5505,50.79,21.35,5918
5506,58.45,19.96,7573
5508,65.86,26.11,18196
5511,60.07,19.58,5997
5512,54.90,27.16,78021
5514,87.59,4.48,10304
5515,63.24,19.12,11387
5516,60.51,15.67,1763
5519,51.16,33.03,18221
5520,73.58,7.56,1218
5521,52.64,29.34,62824
5522,85.98,8.85,18092
5523,89.27,4.08,2550
5524,11.60,46.40,3909
5525,84.14,6.92,4807
5529,68.11,15.32,11335
5530,79.50,11.49,11627
5531,82.87,9.69,14865
5532,5.88,30.92,820
5533,71.25,11.02,5540
5534,58.78,24.64,23020
5536,35.69,27.47,35180
5538,92.45,3.44,1299
5541,76.05,2.81,86
5543,50.36,11.36,1056
5546,76.12,7.71,1319
5547,58.82,17.75,1423
5548,58.19,22.58,2414
5601,47.23,9.58,868
5603,49.76,36.60,30049
5604,52.84,18.24,10896
5607,70.36,16.06,16981
5608,25.60,59.88,90849
5609,46.35,38.76,37794
5701,49.16,34.40,51557
5702,0.00,91.14,1936
5703,83.83,7.33,1938
5704,79.45,14.14,3370
5706,34.27,53.63,28251
5810,69.02,20.56,48604
5848,100.00,0.00,1
5859,96.13,1.69,3564
5863,77.08,12.16,27069
5864,60.25,20.17,15131
5867,100.00,0.00,1
5871,64.22,22.92,116357
5871A,59.66,19.10,8074
5876,83.33,4.64,49807
5878,54.26,22.40,1786
5880,71.43,16.33,408972
5901,77.87,13.27,5001
5902,81.60,9.78,2580
5903,88.19,7.15,17274
5904,75.45,16.87,98560
5905,40.55,40.86,45772
5906,82.46,6.35,960
5907,63.56,20.27,5468
6005,67.02,22.13,118180
6015,44.78,34.67,72899
6016,45.22,34.03,78907
6020,96.26,2.19,1902
6021,87.24,5.25,4055
6023,81.06,11.50,18339
6024,65.27,23.93,17262
6026,42.46,33.79,43610
6027,93.73,2.27,826
6028,50.64,19.49,1558
6030,100.00,0.00,1
6031,100.00,0.00,1
6035,83.85,3.94,2287
6038,100.00,0.00,1
6039,100.00,0.00,1
6040,100.00,0.00,1
6101,78.82,8.10,3331
6103,83.83,8.33,3152
6104,10.97,69.59,56100
6107,34.70,43.33,5291
6108,47.97,30.73,51493
6109,36.60,33.65,34216
6110,7.19,51.70,2627
6111,40.61,46.09,45719
6112,55.64,35.69,33761
6113,52.17,36.49,8221
6114,65.48,19.95,5407
6115,56.04,32.61,14266
6116,40.93,49.92,363593
6117,49.93,37.77,13939
6118,51.70,36.05,8823
6120,55.43,31.53,60515
6121,48.41,20.77,19849
6122,23.14,53.89,35019
6123,33.34,43.92,10351
6124,92.35,5.90,8922
6125,30.69,58.80,91448
6126,32.56,52.18,70280
6127,17.76,70.24,73871
6128,54.75,28.18,7502
6129,13.59,74.02,33119
6130,48.98,23.53,29465
6131,29.63,39.83,5934
6132,15.68,42.27,4749
6133,46.87,39.15,22126
6134,48.46,37.34,17716
6135,34.32,45.72,7552
6136,34.75,40.99,44948
6137,26.71,43.34,11232
6138,33.96,42.21,31203
6139,51.36,28.20,56445
6140,34.47,47.59,9787
6141,39.04,40.23,18915
6142,51.54,29.44,45506
6143,17.65,66.04,55575
6144,89.54,9.18,1459
6146,41.84,30.19,20969
6147,60.65,30.50,155761
6148,33.68,53.67,27987
6149,35.09,46.94,3069
6150,12.01,73.75,39911
6151,20.53,47.39,19110
6152,16.48,59.78,40510
6153,40.83,42.15,80493
6154,54.44,27.99,10628
6155,48.63,40.40,15694
6156,32.81,47.14,38027
6158,32.86,43.10,36302
6160,29.99,51.19,50678
6161,35.28,48.34,23026
6162,43.90,33.76,3799
6163,35.16,46.42,46486
6164,14.76,60.18,46357
6165,38.06,34.77,41256
6166,66.22,17.50,14998
6167,37.24,42.48,25127
6168,53.18,37.97,33274
6169,26.44,59.47,40791
6170,55.07,33.70,33228
6171,78.37,8.85,2357
6172,85.37,7.75,1899
6173,58.40,30.28,53737
6174,56.73,31.83,9312
6175,57.95,34.30,22048
6176,33.52,45.47,61516
6177,67.84,15.42,20108
6179,33.99,42.47,50099
6180,46.55,43.77,56838
6181,7.17,64.41,3938
6182,23.35,66.38,235998
6183,71.05,13.78,37031
6184,67.84,20.17,7795
6185,37.53,35.61,46741
6186,48.77,35.43,60314
6187,31.56,29.65,53478
6188,36.58,49.89,67930
6189,24.87,55.54,63569
6190,26.30,55.91,60727
6191,53.54,35.77,80291
6192,45.52,28.81,8328
6193,56.69,31.60,8864
6194,37.09,28.14,4810
6195,52.40,39.80,11080
6196,65.86,20.15,33157
6197,36.59,47.94,51127
6198,93.58,4.07,6474
6199,77.81,7.90,1781
6201,61.43,24.91,5945
6202,35.31,49.86,56890
6203,52.21,36.68,10019
6204,25.64,66.77,22721
6205,39.45,43.03,12418
6206,45.40,33.95,16017
6207,7.86,76.77,68998
6208,52.10,29.39,12068
6209,29.98,55.78,62419
6210,36.44,33.81,3062
6212,86.12,3.68,963
6213,58.33,25.48,72036
6214,60.32,25.07,47075
6215,26.40,60.33,56037
6216,29.95,52.22,32386
6217,16.12,69.10,85775
6218,40.77,34.97,26978
6219,67.29,20.57,5789
6220,53.50,22.90,34508
6221,72.32,18.84,32336
6222,84.51,7.41,1841
6223,38.55,29.78,74736
6224,28.28,43.78,41936
6225,35.44,24.01,8658
6226,24.96,59.26,53712
6227,67.60,21.66,7256
6228,78.04,14.11,1853
6229,32.80,48.77,30464
6230,87.81,10.92,7474
6231,25.49,54.03,25484
6232,13.47,63.71,36845
6233,18.73,62.00,61978
6234,51.28,39.63,30793
6235,35.51,51.21,60991
6236,87.98,5.52,915
6237,12.70,73.03,72215
6239,57.10,31.45,183643
6240,70.93,9.44,1031
6241,52.92,33.57,5845
6242,55.47,26.02,3104
6243,17.67,72.50,59313
6244,25.62,57.55,94497
6245,42.00,40.19,19351
6246,53.99,27.92,32774
6248,43.60,40.24,32370
6249,0.00,55.60,207
6250,67.95,21.10,1160
6252,0.00,41.67,30
6253,0.00,69.18,452
6254,36.43,22.16,518
6256,0.00,94.31,456
6257,42.80,37.60,111076
6258,0.00,99.98,33
6259,41.09,47.44,9602
6261,31.63,51.91,54800
6262,16.81,54.41,1343
6263,40.96,45.16,11015
6264,67.51,16.41,4118
6265,36.70,46.83,37177
6266,31.60,47.66,45747
6267,0.00,99.98,11
6268,0.00,100.00,3
6269,24.18,58.39,83263
6270,36.56,50.09,33721
6271,40.80,40.89,64499
6272,34.80,36.19,5234
6274,53.40,27.21,122140
6275,23.41,61.25,36666
6276,48.81,46.56,29890
6277,43.69,34.35,9892
6278,54.04,27.49,42109
6279,38.75,40.92,19895
6280,99.95,0.04,172
6281,43.58,33.45,10300
6282,36.81,53.04,162103
6283,57.39,28.21,15185
6284,45.61,44.40,53576
6285,56.10,29.60,90645
6287,93.08,4.62,4209
6289,0.00,67.62,10246
6290,29.92,50.42,57844
6291,62.85,26.36,11729
6292,39.72,42.05,6783
6293,0.00,99.99,12
6294,33.46,54.08,12161
6295,0.00,69.69,348
6296,0.00,99.98,13
6297,99.90,0.08,21
6299,98.35,1.61,123
6402,48.90,20.82,2012
6403,41.54,40.82,2578
6404,63.49,25.61,9030
6405,36.91,34.25,6669
6406,53.35,23.25,1072
6407,30.20,44.18,5780
6409,53.34,19.96,18210
6411,21.78,51.73,56091
6412,74.26,17.64,23857
6414,48.06,24.87,20723
6415,65.02,10.14,26608
6416,38.41,36.82,22346
6417,54.18,14.75,1589
6418,52.61,27.83,2338
6419,32.17,53.33,27077
6423,23.06,41.14,3256
6425,34.27,48.78,9727
6426,38.38,30.80,17502
6427,100.00,0.00,1
6428,89.36,5.72,961
6429,11.88,38.16,268
6431,65.33,16.75,17634
6432,16.63,60.33,36291
6434,83.98,12.21,8996
6435,48.40,39.94,10297
6436,98.56,1.41,17
6437,40.87,18.17,402
6438,21.79,54.16,45974
6441,41.86,46.52,35103
6442,36.79,32.39,70301
6443,12.85,78.83,160079
6446,42.07,29.67,74532
6449,60.87,22.43,32708
6451,59.72,29.27,33680
6452,30.51,48.90,11638
6453,0.00,90.70,621
6455,51.48,13.95,563
6456,50.32,37.76,32959
6458,63.74,24.64,2714
6461,53.67,26.74,8586
6462,20.51,58.95,46611
6464,79.71,6.72,2155
6465,55.17,23.95,3279
6467,21.86,52.98,6331
6468,98.55,1.42,162
6469,40.83,43.94,29630
6470,40.01,53.70,27281
6471,0.00,99.96,358
6472,45.47,36.02,30726
6473,64.64,10.84,9755
6474,44.60,17.10,1608
6475,56.66,17.26,928
6477,35.94,50.61,30471
6479,79.32,6.66,876
6481,91.60,2.67,107
6482,65.78,27.74,2044
6483,18.76,30.52,17141
6484,100.00,0.00,1
6485,19.10,60.96,40984
6486,40.53,46.66,30400
6488,71.08,15.59,112641
6489,36.92,15.71,278
6490,64.16,14.48,425
6491,52.41,23.75,8885
6492,33.06,46.55,47239
6493,80.37,13.67,1058
6494,5.22,65.60,38288
6495,43.12,30.64,12152
6496,62.53,29.72,10144
6497,96.46,2.47,1555
6498,54.73,23.00,6787
6499,36.07,41.25,7723
6502,90.96,5.43,134
6503,80.41,8.81,77
6504,64.57,22.87,5113
6505,95.53,3.19,87624
6506,44.03,24.05,4243
6508,61.05,33.33,14916
6509,28.97,50.08,55604
6510,42.44,29.15,18164
6511,57.36,15.84,642
6512,17.69,32.36,6609
6515,35.84,32.33,59991
6516,43.18,31.21,3698
6517,17.96,65.67,22245
6518,74.10,10.63,514
6523,61.69,32.30,6123
6525,58.82,24.25,13324
6526,76.68,12.45,16579
6527,34.39,27.55,2124
6529,41.45,14.16,399
6530,8.93,69.24,36197
6531,53.35,21.74,43341
6532,18.46,47.37,29671
6533,15.55,65.63,34285
6534,76.76,10.09,1911
6535,56.02,24.01,10878
6536,53.20,21.49,1098
6538,23.78,28.42,37053
6539,75.51,7.97,1010
6540,98.57,0.53,131
6541,65.47,21.50,11991
6542,77.61,10.94,882
6543,49.80,12.14,12302
6545,37.79,43.97,1238
6546,29.91,48.29,12461
6547,28.51,46.21,49877
6548,84.87,9.83,29486
6549,16.14,43.60,25447
6550,100.00,0.00,1
6550O,73.07,17.48,25370
6551,79.32,12.20,1188
6552,55.76,34.91,7612
6555,64.58,21.33,4517
6556,63.68,14.81,1408
6558,38.61,52.19,46769
6559,31.62,36.95,1881
6560,34.31,40.77,3342
6561,70.04,19.86,7148
6562,50.33,36.38,11455
6563,10.33,35.82,1160
6564,60.98,27.04,3654
6565,28.73,28.85,1181
6566,79.36,8.85,663
6567,80.22,6.46,630
6568,29.94,42.24,24727
6569,60.79,24.15,4146
6570,29.84,40.69,8006
6572,64.99,22.87,4286
6573,59.22,30.61,5863
6574,75.44,16.02,2908
6575,51.06,31.22,6887
6576,60.69,21.86,30187
6577,68.34,20.24,3737
6578,58.84,25.84,18687
6579,82.48,11.68,7774
6580,44.48,26.74,3869
6581,86.88,6.40,2296
6582,71.21,20.00,9167
6583,53.46,8.48,311
6584,62.69,19.48,14667
6585,72.39,18.18,4409
6586,56.11,27.26,29263
6587,100.00,0.00,1
6588,18.13,62.41,42052
6589,51.37,31.34,22523
6590,28.77,28.76,2332
6591,20.08,64.02,44574
6592,75.68,16.23,25296
6592A,75.84,10.45,3570
6592B,67.19,13.54,5097
6593,29.86,49.14,34798
6595,57.30,7.56,8938
6596,22.73,63.91,17144
6597,72.45,10.92,920
6598,37.25,29.38,36984
6599,71.03,11.51,298
6601,84.46,6.94,361
6602,0.00,99.95,404
6603,38.26,33.42,24435
6604,78.32,10.81,1080
6605,58.43,23.83,15637
6606,61.07,16.81,9533
6607,76.22,7.93,68
6608,93.72,3.17,313
6609,55.79,35.19,9408
6610,78.99,12.88,3789
6611,91.68,8.30,459
6612,48.60,21.93,2842
6613,55.52,32.84,10823
6614,73.63,19.42,3976
6615,35.88,41.54,5219
6616,53.92,25.82,1549
6617,59.79,22.86,7053
6618,14.16,50.34,34490
6620,50.58,24.86,19866
6621,23.52,42.33,32181
6622,53.38,14.46,919
6624,59.54,15.69,857
6625,44.07,38.54,10476
6626,59.56,15.30,424
6627,65.81,7.09,267
6629,80.01,7.83,944
6633,95.66,4.32,1367
6634,51.25,22.25,2227
6635,100.00,0.00,1
6637,53.80,34.30,3334
6638,56.74,20.90,1130
6639,58.98,13.24,927
6640,63.77,27.07,13701
6641,49.83,23.23,1979
6642,46.24,25.71,3197
6643,33.36,53.90,22685
6645,26.16,38.52,6602
6648,54.02,22.13,9199
6649,35.26,25.35,18395
6650,61.87,7.82,482
6651,32.41,26.04,3401
6652,69.50,10.53,1689
6653,95.45,2.30,281
6654,71.17,11.13,3389
6655,76.45,6.84,978
6656,82.40,2.61,66
6657,21.76,44.24,15792
6658,31.50,44.17,10910
6659,70.68,9.67,1119
6660,100.00,0.00,1
6661,61.91,21.72,1286
6662,40.18,28.39,4665
6664,36.54,35.54,17108
6665,59.37,24.64,1826
6666,77.96,16.17,2179
6667,44.14,43.15,13676
6668,51.39,36.17,14612
6669,53.51,25.01,188205
6670,65.64,11.76,5996
6671,56.60,13.82,1382
6672,20.72,56.61,54294
6673,25.42,61.87,3086
6674,78.37,13.19,1929
6676,55.07,22.90,4346
6677,57.04,22.23,1914
6679,43.86,32.98,7129
6680,63.64,13.92,924
6681,0.00,100.00,7
6682,47.69,37.02,11155
6683,11.24,52.71,31996
6684,31.51,55.03,23745
6688,49.80,13.30,197
6689,33.92,43.10,10187
6690,59.71,35.51,5617
6691,57.07,20.75,19080
6692,61.92,17.45,2106
6693,31.39,36.23,6445
6695,45.33,38.32,22639
6696,52.22,20.84,29619
6697,61.11,29.10,2193
6698,31.07,47.30,35846
6699,75.24,6.12,762
6701,97.98,1.61,758
6702,75.46,12.80,11476
6703,38.72,40.88,23338
6704,32.36,32.95,3575
6705,54.99,12.97,654
6706,15.36,60.67,49669
6707,71.73,14.30,1494
6708,42.81,34.21,2275
6709,53.13,20.25,1947
6712,31.09,44.88,28877
6713,37.76,24.80,885
6715,65.62,13.21,5712
6716,22.18,33.79,3218
6717,56.28,14.58,427
6719,43.05,42.61,26644
6720,25.49,20.94,1360
6721,37.77,28.44,1640
6722,74.10,15.24,2554
6723,42.18,27.85,1227
6724,62.32,23.52,1841
6725,58.66,27.75,6374
6726,100.00,0.00,1
6727,4.47,50.41,40857
6728,59.01,27.27,2895
6729,31.19,28.89,1477
6730,60.56,14.40,994
6731,99.44,0.54,186
6732,46.31,42.60,9434
6733,40.25,38.24,7302
6734,46.05,28.51,2183
6735,35.59,34.20,5188
6736,93.39,6.59,850
6737,76.41,12.91,1367
6738,46.01,16.84,532
6739,48.11,32.97,11215
6741,58.16,21.56,6751
6742,25.94,49.69,41342
6743,58.17,26.13,8875
6744,52.96,13.69,416
6746,97.59,0.40,6
6748,26.79,47.36,6734
6749,100.00,0.00,1
6750,40.28,23.79,1834
6751,56.93,29.45,2405
6752,21.07,29.21,3696
6753,50.48,32.72,17161
6754,81.35,13.87,2197
6755,40.99,21.17,1234
6756,58.12,30.97,8285
6757,72.55,22.00,134561
6758,74.89,9.22,250
6760,100.00,0.00,1
6761,29.93,49.01,12931
6762,61.86,11.07,909
6763,57.30,34.04,18019
6764,98.27,1.69,255
6767,51.86,25.67,1468
6768,76.25,13.80,7077
6770,44.67,43.46,647784
6771,18.13,35.15,1762
6772,96.66,1.24,9
6775,56.44,22.70,4175
6776,61.35,27.04,7438
6778,100.00,0.00,1
6779,100.00,0.00,1
6780,53.41,6.35,236
6781,67.70,23.40,28523
6782,35.39,24.88,6281
6784,30.34,27.14,896
6785,54.47,24.41,4475
6786,0.00,70.28,17429
6787,9.84,55.76,19666
6788,14.22,62.67,27898
6789,68.83,22.69,53806
6790,75.33,16.45,11095
6791,56.02,19.56,1961
6792,48.08,33.66,3976
6793,22.40,39.78,23743
6794,67.16,10.45,1150
6796,33.96,33.62,3013
6797,29.99,43.09,26741
6798,55.68,11.61,5878
6799,21.07,55.58,30193
6803,54.28,40.00,14722
6804,47.17,24.06,2175
6805,52.19,19.04,15680
6806,58.45,34.75,30962
6807,73.55,8.65,970
6808,44.18,25.57,2208
6810,21.39,39.43,25168
6811,61.93,24.44,5320
6812,26.29,43.04,7365
6813,48.86,23.93,633
6814,73.55,9.81,726
6815,49.84,19.01,8312
6816,61.98,21.15,434
6817,54.89,30.04,1103
6818,55.90,23.60,1375
6819,40.84,23.37,1259
6820,71.82,17.91,1555
6821,39.68,36.54,3900
6822,100.00,0.00,1
6823,54.97,30.36,2487
6824,100.00,0.00,1
6825,65.89,11.46,622
6826,68.07,19.34,7044
6827,49.26,21.03,1524
6829,63.00,26.94,11425
6830,16.30,52.98,26354
6831,36.33,22.72,11882
6832,82.84,9.26,3569
6833,79.30,11.04,902
6834,48.60,30.07,11454
6835,68.83,14.69,2098
6837,41.11,23.11,1001
6838,54.11,25.82,6739
6839,74.33,6.70,894
6840,37.34,28.27,2029
6841,37.03,43.11,11927
6842,31.73,40.63,2226
6843,55.90,18.23,1221
6844,55.96,23.32,3350
6846,64.19,22.06,1464
6847,19.67,29.19,634
6848,29.84,24.65,519
6849,37.37,37.24,6105
6850,41.06,21.37,921
6851,100.00,0.00,1
6854,54.65,22.98,6096
6855,41.79,15.53,1986
6856,74.34,11.68,941
6857,94.62,3.27,416
6858,82.20,6.98,336
6859,55.88,20.44,2494
6861,48.55,41.24,14319
6862,68.91,26.10,6301
6863,72.27,17.72,4462
6864,12.23,37.31,4230
6865,36.26,36.49,1395
6866,99.73,0.00,2
6867,78.62,9.29,810
6868,27.27,16.86,490
6869,45.86,36.49,20496
6870,59.79,15.76,2414
6872,42.87,29.01,2939
6873,53.94,28.70,11545
6874,39.58,34.36,2883
6875,51.55,25.35,4830
6876,16.73,40.74,20212
6877,58.97,15.75,3193
6878,84.69,6.58,1105
6879,80.25,4.79,348
6881,49.96,20.04,947
6882,31.49,25.87,816
6883,80.38,5.85,689
6884,69.21,19.41,1310
6885,23.30,45.72,22502
6886,84.94,6.32,14387
6887,82.02,5.64,854
6890,91.97,6.10,7474
6891,73.70,16.79,5713
6892,36.89,22.68,2580
6894,55.03,20.74,2725
6895,50.99,26.06,2868
6897,100.00,0.00,1
6898,45.84,24.31,1553
6899,61.26,14.81,1959
6901,80.64,13.51,23633
6902,57.16,16.33,7263
6903,65.51,25.89,9676
6904,64.36,8.35,597
6905,100.00,0.00,2
6906,47.82,32.99,3369
6907,62.26,28.23,7373
6908,77.71,17.06,1957
6909,22.31,46.11,12768
6910,49.59,27.00,1584
6911,44.33,20.84,937
6912,73.07,11.44,2031
6913,42.24,24.60,4258
6914,67.03,19.50,4550
6915,84.80,10.29,1113
6916,72.70,14.31,2072
6917,28.60,34.86,2582
6918,27.67,28.97,2005
6919,66.67,18.61,66588
6920,56.84,27.25,12127
6921,75.17,14.28,882
6922,56.68,22.15,2995
6923,55.29,17.69,3463
6924,73.08,11.05,587
6925,41.69,34.84,3030
6926,60.92,7.77,688
6927,52.74,20.74,1297
6928,76.07,16.89,4318
6929,86.91,8.69,1532
6930,100.00,0.00,1
6931,49.74,17.66,3358
6932,74.51,11.42,5257
6933,62.75,22.58,4593
6934,57.46,19.98,1569
6935,72.81,9.18,578
6936,64.77,18.05,3776
6937,54.60,24.31,8220
6938,54.14,14.62,664
6939,56.07,18.27,660
6940,39.87,26.30,9080
6942,100.00,0.00,1
6943,100.00,0.00,1
6944,36.30,26.67,17242
6945,53.56,24.98,5265
6946,90.81,3.58,1892
6947,60.13,19.85,5640
6949,89.33,3.73,8622
6950,89.68,2.24,438
6951,63.90,24.36,4529
6952,79.97,10.16,2411
6953,56.20,23.90,3091
6954,100.00,0.00,1
6955,49.64,12.97,513
6957,53.48,12.79,1962
6958,93.51,3.93,3485
6958A,83.86,11.48,1315
6959,33.17,39.34,3996
6961,33.34,39.25,3761
6962,46.65,36.00,32623
6963,85.35,5.70,207
6965,91.02,5.11,2339
6967,39.25,23.97,1722
6968,44.13,28.27,3508
6969,40.67,26.82,1740
6971,61.37,20.97,1620
6972,63.73,6.67,356
6973,41.45,15.65,872
6976,73.84,11.86,5958
6977,15.91,34.90,1811
6978,98.31,1.65,35
6979,39.60,13.89,430
6980,72.36,18.69,2335
6982,53.59,25.29,2746
6983,16.01,33.25,3333
6984,27.71,14.07,343
6985,100.00,0.00,1
6986,36.71,26.64,1915
6987,87.03,5.03,1125
6988,64.93,11.06,461
6990,76.00,15.61,5541
6991,100.00,0.00,1
6992,43.34,11.19,462
6993,100.00,0.00,1
6994,37.01,41.91,6877
6995,28.93,25.80,3708
6996,55.68,25.81,2461
6997,77.74,11.95,753
6999,57.30,8.84,257
7402,26.96,51.61,21157
7415,33.05,15.04,2580
7418,85.31,0.76,264
7419,39.37,39.52,4700
7421,0.00,99.96,537
7422,78.47,12.06,238
7426,100.00,0.00,1
7427,19.64,52.85,5186
7443,73.22,9.47,347
7452,87.89,12.08,109
7455,73.87,7.87,266
7507,70.20,10.72,1113
7516,14.79,44.89,24230
7530,45.99,35.62,3378
7547,66.12,20.81,2001
7551,42.93,22.39,439
7555,86.14,7.48,417
7556,54.58,26.63,2650
7558,22.49,23.26,813
7561,55.15,16.54,735
7562,63.04,10.24,278
7566,55.02,16.89,7894
7570,100.00,0.00,1
7575,32.69,18.78,559
7578,44.44,20.36,1752
7583,72.97,8.45,454
7584,51.83,22.44,970
7590,77.30,12.61,2514
7595,45.91,12.44,826
7607,62.37,12.91,676
7610,37.24,40.07,22013
7631,52.59,20.34,1260
7642,78.35,15.89,2059
7660,100.00,0.00,1
7669,4.94,35.90,3656
7686,85.94,6.16,1914
7689,81.71,12.83,7720
7702,87.95,4.33,355
7703,46.66,30.86,4283
7704,42.11,21.10,1612
7705,61.81,23.29,13834
7706,91.29,5.31,240
7707,39.81,31.63,3273
7708,61.96,26.37,3011
7709,77.39,16.74,2635
7710,97.54,1.13,407
7711,52.68,25.78,9827
7712,35.55,28.50,4269
7713,78.28,6.32,769
7714,47.95,26.93,2872
7715,39.76,29.14,2108
7716,66.13,10.30,548
7717,35.38,37.11,9904
7718,65.82,12.98,1028
7719,11.32,63.12,16163
7720,100.00,0.00,1
7721,52.76,23.33,3457
7722,83.63,14.60,20541
7723,47.21,31.86,4395
7724,70.86,6.38,299
7725,79.67,9.46,298
7726,80.37,5.83,181
7728,45.73,34.36,3608
7729,45.13,26.90,17377
7730,60.77,15.02,1216
7731,67.40,18.56,8984
7732,82.88,6.50,874
7734,67.31,19.68,14278
7735,87.50,3.80,2770
7736,76.73,10.46,1559
7737,56.78,9.91,371
7738,32.17,19.68,1655
7740,53.58,22.92,2833
7742,65.00,26.43,7268
7743,57.39,11.45,918
7744,61.78,12.39,2396
7745,56.71,22.52,544
7746,92.41,2.03,27
7747,76.63,7.64,946
7748,50.07,14.94,210
7749,28.12,33.47,7980
7750,61.59,13.61,11231
7751,36.95,27.74,10672
7752,82.18,7.45,2201
7753,65.34,19.04,2366
7754,56.27,14.87,1875
7756,59.42,5.39,261
7757,40.98,22.78,2617
7758,80.08,9.61,379
7759,73.27,10.84,1088
7760,50.08,13.63,1478
7761,34.25,24.38,1442
7762,39.54,20.46,1425
7763,76.51,11.02,2947
7764,68.91,12.74,773
7765,56.68,28.81,6112
7767,55.72,16.54,1085
7768,55.54,22.17,6590
7769,57.20,17.92,64778
7770,62.44,13.71,1078
7771,75.70,11.34,521
7772,52.82,33.13,5166
7773,42.81,23.17,990
7775,100.00,0.00,1
7776,63.72,15.14,1081
7777,59.53,29.98,18239
7779,56.73,12.92,368
7780,73.53,21.05,43227
7781,68.97,18.44,17632
7782,65.80,17.35,1109
7783,89.52,4.84,1168
7784,82.03,7.43,1482
7785,72.06,4.48,218
7786,77.81,13.95,6364
7788,56.11,16.12,8458
7789,42.63,6.58,177
7790,32.02,14.03,397
7791,70.07,14.05,4641
7792,61.93,19.46,3622
7793,100.00,0.00,1
7794,71.58,13.52,1248
7795,64.99,20.24,17397
7796,45.47,32.97,2359
7797,62.68,12.79,694
7798,88.66,2.48,780
7799,69.80,14.75,11545
7801,66.58,21.92,1275
7803,70.37,15.07,2088
7805,68.01,21.10,4718
7806,58.33,9.45,351
7808,76.94,14.55,1092
7810,36.34,34.97,3182
7811,65.17,13.33,1239
7812,50.04,29.00,3027
7813,27.14,34.39,1804
7814,71.66,18.22,1561
7815,50.32,25.89,4171
7816,71.85,16.27,1120
7817,100.00,0.00,1
7818,89.00,7.09,3890
7819,55.40,33.94,2645
7820,66.08,17.28,1917
7821,72.22,16.41,9892
7822,63.73,25.95,16970
7823,62.30,14.97,1001
7824,67.23,6.62,385
7825,24.81,46.17,4091
7826,60.74,3.55,125
7827,74.06,12.69,2725
7828,53.49,25.21,14225
7829,70.79,8.48,1084
7830,100.00,0.00,1
7831,56.06,2.07,72
7832,87.64,4.18,2214
7833,57.22,9.35,563
7834,61.04,9.95,259
7835,55.34,9.69,584
7836,61.53,9.37,583
7837,67.76,12.66,332
7839,55.95,11.89,479
7840,76.24,4.29,226
7841,66.55,9.52,355
7842,62.30,24.64,1607
7843,61.47,15.54,1068
7844,100.00,0.00,1
7846,75.12,10.09,473
7847,43.49,16.89,544
7848,51.35,13.20,1380
7849,95.78,1.81,173
7850,54.14,13.68,1522
7851,74.19,7.50,555
7853,19.13,59.93,14858
7854,79.77,8.29,825
7855,73.39,19.80,13899
7856,50.30,27.32,12434
7857,75.88,8.12,626
7858,30.41,32.68,4050
7859,100.00,0.00,1
7860,89.35,3.64,146
7861,66.90,11.65,4073
7862,84.22,7.71,601
7863,96.02,0.78,119
7864,100.00,0.00,3
7865,35.32,19.08,870
7866,45.71,25.31,4788
7867,83.91,2.84,694
7868,40.21,26.95,1080
7869,86.30,5.33,451
7870,49.15,7.23,2424
7871,48.51,32.07,6559
7872,61.32,20.43,1200
7873,76.08,9.08,3039
7875,96.46,2.50,334
7876,74.74,10.79,1456
7877,57.48,10.28,385
7878,27.53,23.67,3579
7879,49.61,20.52,3196
7880,34.52,18.54,1421
7881,82.23,6.70,408
7882,78.00,8.46,2194
7883,58.53,14.47,2074
7884,100.00,0.00,1
7885,57.39,12.60,459
7886,43.14,18.82,1576
7887,28.90,39.94,13959
7888,61.89,6.53,554
7889,45.61,5.97,193
7890,65.96,9.41,416
7891,53.57,16.60,190
7892,62.98,14.90,5901
7893,80.01,10.15,1357
7894,38.97,13.49,862
7895,65.58,13.07,13091
7896,80.82,4.19,607
7897,98.36,0.47,204
7898,64.00,17.01,3161
7899,11.46,40.38,8533
7901,75.08,9.64,2237
7902,85.66,7.00,1723
7904,85.92,5.26,98
7906,100.00,0.00,1
7907,65.44,10.97,2148
7909,77.54,10.52,4747
7911,48.59,20.84,1830
7912,72.28,10.42,2217
7913,86.43,7.76,1182
7914,93.77,1.10,89
7915,70.85,6.48,1690
7916,100.00,0.00,1
7917,70.05,11.66,2116
7918,77.07,16.60,14850
7919,42.07,22.70,607
7920,79.46,5.93,3574
7921,75.79,6.60,823
7922,94.08,3.18,517
7924,74.55,10.20,2056
7925,72.30,3.76,364
7926,59.45,17.06,1527
7927,41.76,9.34,549
